Name,Genus,Parent Taxon,Family,Order,Class,Number of Occurrences,First Appearance (MYA),Last Appearance (MYA),Early Interval,Late Interval,Era
Xunmenglong yingliangis,Xunmenglong,Compsognathidae,Compsognathidae,Theropoda,Reptilia,1,132.6,125.77,Hauterivian,Hauterivian,Cretaceous
Aratasaurus museunacionali,Aratasaurus,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,113.0,109.9,Albian,Albian,Cretaceous
Bicentenaria argentina,Bicentenaria,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Brasileosaurus pachecoi,Brasileosaurus,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Coelurus fragilis,Coelurus,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,4,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Juravenator starki,Juravenator,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,152.2,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Kol ghuva,Kol,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Lourinhanosaurus antunesi,Lourinhanosaurus,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,2,152.2,146.3,Kimmeridgian,Tithonian,Jurassic
Nedcolbertia justinhoffmanni,Nedcolbertia,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,2,139.8,132.6,Valanginian,Valanginian,Cretaceous
Ngexisaurus dapukaensis,Ngexisaurus,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,174.7,161.5,Aalenian,Callovian,Jurassic
Sinosauropteryx prima,Sinosauropteryx,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,2,125.77,119.5,Barremian,Aptian,Cretaceous
Tanycolagreus topwilsoni,Tanycolagreus,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,3,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Trisauropodiscus superavipes,Trisauropodiscus,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,201.4,192.9,Hettangian,Sinemurian,Jurassic
Xinjiangovenator parvus,Xinjiangovenator,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,119.5,100.5,Aptian,Albian,Cretaceous
Zuolong salleei,Zuolong,Coelurosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,161.5,154.8,Oxfordian,Oxfordian,Jurassic
Bahariasaurus ingens,Bahariasaurus,Avetheropoda,NO_FAMILY_SPECIFIED,Avetheropoda,Reptilia,5,113.0,66.0,Albian,Maastrichtian,Cretaceous
Shanyangosaurus niupanggouensis,Shanyangosaurus,Avetheropoda,NO_FAMILY_SPECIFIED,Avetheropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Saurophaganax maximus,Saurophaganax,Allosauridae,Allosauridae,Theropoda,Reptilia,1,152.2,145.0,Kimmeridgian,Tithonian,Jurassic
Datanglong guangxiensis,Datanglong,Carcharodontosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Lusovenator santosi,Lusovenator,Carcharodontosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,2,152.2,145.0,Kimmeridgian,Tithonian,Jurassic
Siamraptor suwati,Siamraptor,Carcharodontosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Ulughbegsaurus uzbekistanensis,Ulughbegsaurus,Carcharodontosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,3,93.9,89.8,Turonian,Turonian,Cretaceous
Meraxes gigas,Meraxes,Giganotosaurini,Carcharodontosauridae,Theropoda,Reptilia,1,100.5,89.8,Cenomanian,Turonian,Cretaceous
Tyrannotitan chubutensis,Tyrannotitan,Giganotosaurini,Carcharodontosauridae,Theropoda,Reptilia,2,113.0,100.5,Albian,Albian,Cretaceous
Acrocanthosaurus atokensis,Acrocanthosaurus,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,9,121.4,93.9,Aptian,Cenomanian,Cretaceous
Carcharodontosaurus iguidensis,Carcharodontosaurus,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Carcharodontosaurus saharicus,Carcharodontosaurus,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,29,145.0,93.9,Berriasian,Cenomanian,Cretaceous
Concavenator corcovatus,Concavenator,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Eocarcharia dinops,Eocarcharia,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,2,121.4,100.5,Aptian,Albian,Cretaceous
Giganotosaurus carolinii,Giganotosaurus,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,3,100.5,89.8,Cenomanian,Turonian,Cretaceous
Kelmayisaurus petrolicus,Kelmayisaurus,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,1,119.5,100.5,Aptian,Albian,Cretaceous
Lajasvenator ascheriae,Lajasvenator,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,1,139.8,132.6,Valanginian,Valanginian,Cretaceous
Mapusaurus roseae,Mapusaurus,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,1,100.5,89.8,Cenomanian,Turonian,Cretaceous
Shaochilong maortuensis,Shaochilong,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,1,93.9,89.8,Turonian,Turonian,Cretaceous
Taurovenator violantei,Taurovenator,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,1,100.5,89.8,Cenomanian,Turonian,Cretaceous
Unquillosaurus ceibalii,Unquillosaurus,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Veterupristisaurus milneri,Veterupristisaurus,Carcharodontosauridae,Carcharodontosauridae,Theropoda,Reptilia,2,152.2,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Metriacanthosaurus parkeri,Metriacanthosaurus,Metriacanthosaurinae,Metriacanthosauridae,Theropoda,Reptilia,1,161.5,154.8,Oxfordian,Oxfordian,Jurassic
Siamotyrannus isanensis,Siamotyrannus,Metriacanthosaurinae,Metriacanthosauridae,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Sinraptor dongi,Sinraptor,Metriacanthosaurinae,Metriacanthosauridae,Theropoda,Reptilia,1,161.5,154.8,Oxfordian,Oxfordian,Jurassic
Sinraptor hepingensis,Sinraptor,Metriacanthosaurinae,Metriacanthosauridae,Theropoda,Reptilia,1,168.2,161.5,Bathonian,Callovian,Jurassic
Erectopus sauvagei,Erectopus,Metriacanthosauridae,Metriacanthosauridae,Theropoda,Reptilia,3,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Erectopus superbus,Erectopus,Metriacanthosauridae,Metriacanthosauridae,Theropoda,Reptilia,5,125.77,100.5,Barremian,Albian,Cretaceous
Shidaisaurus jinae,Shidaisaurus,Metriacanthosauridae,Metriacanthosauridae,Theropoda,Reptilia,1,170.9,168.2,Bajocian,Bajocian,Jurassic
Yangchuanosaurus shangyouensis,Yangchuanosaurus,Metriacanthosauridae,Metriacanthosauridae,Theropoda,Reptilia,1,168.2,161.5,Bathonian,Callovian,Jurassic
Yangchuanosaurus zigongensis,Yangchuanosaurus,Metriacanthosauridae,Metriacanthosauridae,Theropoda,Reptilia,1,170.9,154.8,Bajocian,Oxfordian,Jurassic
Chilantaisaurus tashuikouensis,Chilantaisaurus,Neovenatoridae,Neovenatoridae,Theropoda,Reptilia,1,93.9,89.8,Turonian,Turonian,Cretaceous
Chilantaisaurus zheziangensis,Chilantaisaurus,Neovenatoridae,Neovenatoridae,Theropoda,Reptilia,1,86.3,83.6,Santonian,Santonian,Cretaceous
Fukuiraptor kitadaniensis,Fukuiraptor,Neovenatoridae,Neovenatoridae,Theropoda,Reptilia,2,132.6,113.0,Hauterivian,Aptian,Cretaceous
Neovenator salerii,Neovenator,Neovenatoridae,Neovenatoridae,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Allosaurus amplus,Allosaurus,Allosauroidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Allosaurus europaeus,Allosaurus,Allosauroidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,2,152.2,146.3,Kimmeridgian,Tithonian,Jurassic
Allosaurus fragilis,Allosaurus,Allosauroidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,14,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Allosaurus jimmadseni,Allosaurus,Allosauroidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,7,157.9,145.0,,,Jurassic
Allosaurus lucasi,Allosaurus,Allosauroidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,149.2,145.0,Tithonian,Tithonian,Jurassic
Asfaltovenator vialidadi,Asfaltovenator,Allosauroidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,180.4,168.6,Toarcian,Bajocian,Jurassic
Monolophosaurus jiangi,Monolophosaurus,Allosauroidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,165.3,161.5,Callovian,Callovian,Jurassic
Streptospondylus altdorfensis,Streptospondylus,Megalosauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,165.3,154.8,Callovian,Oxfordian,Jurassic
Leshansaurus qianweiensis,Leshansaurus,Afrovenatorinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,1,168.2,161.5,Bathonian,Callovian,Jurassic
Afrovenator abakensis,Afrovenator,Eustreptospondylinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,2,161.5,145.0,Oxfordian,Tithonian,Jurassic
Dubreuillosaurus valesdunensis,Dubreuillosaurus,Eustreptospondylinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,1,168.2,165.3,Bathonian,Bathonian,Jurassic
Eustreptospondylus oxoniensis,Eustreptospondylus,Eustreptospondylinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,1,165.3,161.5,Callovian,Callovian,Jurassic
Magnosaurus nethercombensis,Magnosaurus,Eustreptospondylinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,1,170.9,168.6,Bajocian,Bajocian,Jurassic
Poekilopleuron bucklandii,Megalosaurus (Poekilopleuron),Eustreptospondylinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,1,168.2,165.3,Bathonian,Bathonian,Jurassic
Piveteausaurus divesensis,Piveteausaurus,Eustreptospondylinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,1,165.3,161.5,Callovian,Callovian,Jurassic
Duriavenator hesperis,Duriavenator,Megalosaurinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,1,168.6,168.2,Bajocian,Bajocian,Jurassic
Megalosaurus bucklandii,Megalosaurus,Megalosaurinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,10,170.9,119.5,Bajocian,Aptian,
Megalosaurus dapukaensis,Megalosaurus,Megalosaurinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,1,174.7,161.5,Aalenian,Callovian,Jurassic
Megalosaurus tibetensis,Megalosaurus,Megalosaurinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,1,201.4,174.7,Hettangian,Toarcian,Jurassic
Torvosaurus gurneyi,Torvosaurus,Megalosaurinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,7,152.2,146.3,Kimmeridgian,Tithonian,Jurassic
Torvosaurus tanneri,Torvosaurus,Megalosaurinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,5,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Wiehenvenator albati,Wiehenvenator,Megalosaurinae,NO_FAMILY_SPECIFIED,Megalosauridae,Reptilia,1,165.3,161.5,Callovian,Callovian,Jurassic
Condorraptor currumili,Condorraptor,Piatnitzkysauridae,Piatnitzkysauridae,Theropoda,Reptilia,1,180.4,168.6,Toarcian,Bajocian,Jurassic
Marshosaurus bicentesimus,Marshosaurus,Piatnitzkysauridae,Piatnitzkysauridae,Theropoda,Reptilia,2,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Piatnitzkysaurus floresi,Piatnitzkysaurus,Piatnitzkysauridae,Piatnitzkysauridae,Theropoda,Reptilia,1,182.9,180.4,Toarcian,Toarcian,Jurassic
Xuanhanosaurus qilixiaensis,Xuanhanosaurus,Piatnitzkysauridae,Piatnitzkysauridae,Theropoda,Reptilia,1,170.9,168.2,Bajocian,Bajocian,Jurassic
Ceratosuchops inferodios,Ceratosuchops,Ceratosuchopsini,Spinosauridae,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Riparovenator milnerae,Riparovenator,Ceratosuchopsini,Spinosauridae,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Suchomimus tenerensis,Suchomimus,Ceratosuchopsini,Spinosauridae,Theropoda,Reptilia,2,121.4,100.5,Aptian,Albian,Cretaceous
Baryonyx walkeri,Baryonyx,Baryonychinae,Spinosauridae,Theropoda,Reptilia,2,125.77,121.4,Barremian,Barremian,Cretaceous
Protathlitis cinctorrensis,Protathlitis,Baryonychinae,Spinosauridae,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Vallibonavenatrix cani,Vallibonavenatrix,Baryonychinae,Spinosauridae,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Angaturama limai,Angaturama,Spinosaurinae,Spinosauridae,Theropoda,Reptilia,1,119.5,113.0,Aptian,Aptian,Cretaceous
Camarillasaurus cirugedae,Camarillasaurus,Spinosaurinae,Spinosauridae,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Ichthyovenator laosensis,Ichthyovenator,Spinosaurinae,Spinosauridae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Irritator challengeri,Irritator,Spinosaurinae,Spinosauridae,Theropoda,Reptilia,1,119.5,113.0,Aptian,Aptian,Cretaceous
Oxalaia quilombensis,Oxalaia,Spinosaurinae,Spinosauridae,Theropoda,Reptilia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Spinosaurus aegyptiacus,Spinosaurus,Spinosaurinae,Spinosauridae,Theropoda,Reptilia,17,119.5,93.9,Aptian,Cenomanian,Cretaceous
Iberospinus natarioi,Iberospinus,Spinosauridae,Spinosauridae,Theropoda,Reptilia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Sciurumimus albersdoerferi,Sciurumimus,Megalosauroidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,152.2,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Becklespinax altispinax,Becklespinax,Tetanurae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,140.6,132.6,Berriasian,Valanginian,Cretaceous
Chuandongocoelurus primitivus,Chuandongocoelurus,Tetanurae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,170.9,154.8,Bajocian,Oxfordian,Jurassic
Cruxicheiros newmanorum,Cruxicheiros,Tetanurae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,168.2,165.3,Bathonian,Bathonian,Jurassic
Cryolophosaurus ellioti,Cryolophosaurus,Tetanurae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,199.5,184.2,Sinemurian,Pliensbachian,Jurassic
Gasosaurus constructus,Gasosaurus,Tetanurae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,170.9,154.8,Bajocian,Oxfordian,Jurassic
Kaijiangosaurus lini,Kaijiangosaurus,Tetanurae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,170.9,168.2,Bajocian,Bajocian,Jurassic
Kayentavenator elysiae,Kayentavenator,Tetanurae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,199.5,184.2,Sinemurian,Pliensbachian,Jurassic
Pandoravenator fernandezorum,Pandoravenator,Tetanurae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,157.9,149.2,,,Jurassic
Vectaerovenator inopinatus,Vectaerovenator,Tetanurae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,119.5,113.0,Aptian,Aptian,Cretaceous
Yunyangosaurus puanensis,Yunyangosaurus,Tetanurae,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,184.2,170.9,Toarcian,Aalenian,Jurassic
Camposaurus arizonensis,Camposaurus,Coelophysinae,Coelophysidae,Theropoda,Reptilia,1,227.0,208.5,Norian,Norian,Triassic
Coelophysis bauri,Coelophysis,Coelophysinae,Coelophysidae,Theropoda,Reptilia,4,227.0,201.4,Norian,Rhaetian,Triassic
Podokesaurus holyokensis,Coelophysis,Coelophysinae,Coelophysidae,Theropoda,Reptilia,1,201.4,192.9,Hettangian,Sinemurian,Jurassic
Lepidus praecisio,Lepidus,Coelophysinae,Coelophysidae,Theropoda,Reptilia,1,227.0,208.5,Norian,Norian,Triassic
Segisaurus halli,Segisaurus,Coelophysinae,Coelophysidae,Theropoda,Reptilia,1,192.9,174.7,Pliensbachian,Toarcian,Jurassic
Lucianovenator bonoi,Lucianovenator,Coelophysidae,Coelophysidae,Theropoda,Reptilia,1,227.0,208.5,Norian,Norian,Triassic
Megapnosaurus rhodesiensis,Megapnosaurus,Coelophysidae,Coelophysidae,Theropoda,Reptilia,6,201.4,192.9,Hettangian,Sinemurian,Jurassic
Panguraptor lufengensis,Panguraptor,Coelophysidae,Coelophysidae,Theropoda,Reptilia,1,201.4,199.5,Hettangian,Hettangian,Jurassic
Powellvenator podocitus,Powellvenator,Coelophysidae,Coelophysidae,Theropoda,Reptilia,1,227.0,208.5,Norian,Norian,Triassic
Procompsognathus triassicus,Procompsognathus,Coelophysidae,Coelophysidae,Theropoda,Reptilia,1,216.7,213.2,Norian,Norian,Triassic
Dracoraptor hanigani,Dracoraptor,Coelophysoidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,201.4,199.5,Hettangian,Hettangian,Jurassic
Gojirasaurus quayi,Gojirasaurus,Coelophysoidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,227.0,208.5,Norian,Norian,Triassic
Lophostropheus airelensis,Lophostropheus,Coelophysoidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,208.5,199.5,Rhaetian,Hettangian,
Pendraig milnerae,Pendraig,Coelophysoidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,237.0,227.0,Carnian,Carnian,Triassic
Sarcosaurus woodi,Sarcosaurus,Coelophysoidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,3,201.4,192.9,Hettangian,Sinemurian,Jurassic
Syntarsus kayentakatae,Syntarsus,Coelophysoidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,6,201.4,184.2,Hettangian,Pliensbachian,Jurassic
Dilophosaurus sinensis,Dilophosaurus,Neotheropoda,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,201.4,192.9,Hettangian,Sinemurian,Jurassic
Dilophosaurus wetherilli,Dilophosaurus,Neotheropoda,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,10,201.4,184.2,Hettangian,Pliensbachian,Jurassic
Dracovenator regenti,Dracovenator,Neotheropoda,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,2,201.4,192.9,Hettangian,Sinemurian,Jurassic
Liliensternus liliensterni,Liliensternus,Neotheropoda,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,227.0,208.5,Norian,Norian,Triassic
Notatesseraeraptor frickensis,Notatesseraeraptor,Neotheropoda,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,227.0,208.5,Norian,Norian,Triassic
Tachiraptor admirabilis,Tachiraptor,Neotheropoda,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,201.4,199.5,Hettangian,Hettangian,Jurassic
Velocipes guerichi,Velocipes,Neotheropoda,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,227.0,208.5,Norian,Norian,Triassic
Zupaysaurus rougieri,Zupaysaurus,Neotheropoda,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,227.0,208.5,Norian,Norian,Triassic
Vitakridrinda sulaimani,Vitakridrinda,Vitakrisaurinae,Vitakrisauridae,Theropoda,Reptilia,8,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Vitakrisaurus saraiki,Vitakrisaurus,Vitakrisauridae,Vitakrisauridae,Theropoda,Reptilia,3,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Eoabelisaurus mefi,Eoabelisaurus,Abelisauroidea,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,1,174.7,168.6,Aalenian,Bajocian,Jurassic
Chenanisaurus barbaricus,Chenanisaurus,Etrigansauria,NO_FAMILY_SPECIFIED,Theropoda,Reptilia,2,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Abelisaurus comahuensis,Abelisaurus,Abelisaurinae,Abelisauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Niebla antiqua,Niebla,Abelisaurinae,Abelisauridae,Theropoda,Reptilia,1,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Carnotaurus sastrei,Carnotaurus,Furileusauria,Abelisauridae,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Elemgasem nubilus,Elemgasem,Furileusauria,Abelisauridae,Theropoda,Reptilia,1,93.9,86.3,Turonian,Coniacian,Cretaceous
Koleken inakayali,Koleken,Furileusauria,Abelisauridae,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Llukalkan aliocranianus,Llukalkan,Furileusauria,Abelisauridae,Theropoda,Reptilia,1,86.3,83.6,Santonian,Santonian,Cretaceous
Pycnonemosaurus nevesi,Pycnonemosaurus,Furileusauria,Abelisauridae,Theropoda,Reptilia,1,100.5,66.0,Cenomanian,Maastrichtian,Cretaceous
Quilmesaurus curriei,Quilmesaurus,Furileusauria,Abelisauridae,Theropoda,Reptilia,1,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Viavenator exxoni,Viavenator,Furileusauria,Abelisauridae,Theropoda,Reptilia,1,86.3,83.6,Santonian,Santonian,Cretaceous
Aucasaurus garridoi,Aucasaurus,Brachyrostra,Abelisauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Dahalokely tokana,Dahalokely,Brachyrostra,Abelisauridae,Theropoda,Reptilia,1,93.9,89.8,Turonian,Turonian,Cretaceous
Ekrixinatosaurus novasi,Ekrixinatosaurus,Brachyrostra,Abelisauridae,Theropoda,Reptilia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Guemesia ochoai,Guemesia,Brachyrostra,Abelisauridae,Theropoda,Reptilia,1,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Ilokelesia aguadagrandensis,Ilokelesia,Brachyrostra,Abelisauridae,Theropoda,Reptilia,1,100.5,89.8,Cenomanian,Turonian,Cretaceous
Rahiolisaurus gujaratensis,Rahiolisaurus,Brachyrostra,Abelisauridae,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Skorpiovenator bustingorryi,Skorpiovenator,Brachyrostra,Abelisauridae,Theropoda,Reptilia,1,100.5,89.8,Cenomanian,Turonian,Cretaceous
Thanos simonattoi,Thanos,Brachyrostra,Abelisauridae,Theropoda,Reptilia,1,86.3,72.1,Santonian,Campanian,Cretaceous
Arcovenator escotae,Arcovenator,Majungasaurini,Abelisauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Genusaurus sisteronis,Genusaurus,Majungasaurini,Abelisauridae,Theropoda,Reptilia,1,109.9,106.2,Albian,Albian,Cretaceous
Indosaurus matleyi,Indosaurus,Majungasaurini,Abelisauridae,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Majungasaurus crenatissimus,Majungasaurus,Majungasaurini,Abelisauridae,Theropoda,Reptilia,21,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Rajasaurus narmadensis,Rajasaurus,Majungasaurini,Abelisauridae,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Indosuchus raptorius,Indosuchus,Abelisauridae,Abelisauridae,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Kryptops palaios,Kryptops,Abelisauridae,Abelisauridae,Theropoda,Reptilia,1,121.4,100.5,Aptian,Albian,Cretaceous
Kurupi itaata,Kurupi,Abelisauridae,Abelisauridae,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Lametasaurus indicus,Lametasaurus,Abelisauridae,Abelisauridae,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Rugops primus,Rugops,Abelisauridae,Abelisauridae,Theropoda,Reptilia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Spectrovenator ragei,Spectrovenator,Abelisauridae,Abelisauridae,Theropoda,Reptilia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Tarascosaurus salluvicus,Tarascosaurus,Abelisauridae,Abelisauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Tralkasaurus cuyi,Tralkasaurus,Abelisauridae,Abelisauridae,Theropoda,Reptilia,1,100.5,89.8,Cenomanian,Turonian,Cretaceous
Xenotarsosaurus bonapartei,Xenotarsosaurus,Abelisauridae,Abelisauridae,Theropoda,Reptilia,1,100.5,89.8,Cenomanian,Turonian,Cretaceous
Fosterovenator churei,Fosterovenator,Ceratosauridae,Ceratosauridae,Theropoda,Reptilia,1,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Elaphrosaurus bambergi,Elaphrosaurus,Elaphrosaurinae,Noasauridae,Theropoda,Reptilia,2,152.2,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Limusaurus inextricabilis,Limusaurus,Elaphrosaurinae,Noasauridae,Theropoda,Reptilia,3,161.5,154.8,Oxfordian,Oxfordian,Jurassic
Masiakasaurus knopfleri,Masiakasaurus,Noasaurinae,Noasauridae,Theropoda,Reptilia,29,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Noasaurus leali,Noasaurus,Noasaurinae,Noasauridae,Theropoda,Reptilia,1,72.1,66.0,Maastrichtian,Maastrichtian,Cretaceous
Velocisaurus unicus,Velocisaurus,Noasaurinae,Noasauridae,Theropoda,Reptilia,2,86.3,83.6,Santonian,Santonian,Cretaceous
Vespersaurus paranaensis,Vespersaurus,Noasaurinae,Noasauridae,Theropoda,Reptilia,1,121.4,72.1,Aptian,Campanian,Cretaceous
Austrocheirus isasii,Austrocheirus,Noasauridae,Noasauridae,Theropoda,Reptilia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Berthasaura leopoldinae,Berthasaura,Noasauridae,Noasauridae,Theropoda,Reptilia,1,121.4,72.1,Aptian,Campanian,Cretaceous
Deltadromeus agilis,Deltadromeus,Noasauridae,Noasauridae,Theropoda,Reptilia,5,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
